344;51.1166602022,17.0325314999
344;51.1167780625,17.0322471857
344;51.1166147417,17.0323625207
344;51.1166399975,17.0321720839
344;51.1166871417,17.0320728421
345;51.1263136505,17.0345163345
345;51.1274179276,17.0352888107
346;51.1265358547,17.0482009649
346;51.1272428611,17.0504003763
346;51.1255056262,17.0502823591
347;51.1265358547,17.0482224226
347;51.1272428611,17.050421834
347;51.1255123598,17.0502609015
340;51.151449612,16.9312351942
341;51.1130670016,17.0362114906
342;51.1200780297,16.9704651833
342;51.1197749813,16.9733351469
342;51.1195965185,16.9757035375
342;51.1190038825,16.9787988067
342;51.118997148,16.979624927
342;51.117475116,16.9846996665
342;51.1171417439,16.9853715599
342;51.1167443882,16.9862513244
342;51.1167039789,16.9861681759
342;51.115845274,16.9876809418
342;51.117475116,16.9916680455
342;51.1172495008,16.9919630885
343;51.1428817658,17.0466989279
348;51.1306498064,17.0634627342
349;51.1096924388,16.8817591667
595;51.119148675,17.0420050621
595;51.1194180551,17.0512747765
595;51.1270677938,17.0547509193
595;51.1278757909,17.0535063744
719;51.1043842447,17.1220207214
719;51.095760498,17.104511261
719;51.1005037577,17.0791053772
719;51.1059471266,17.0692563057
718;51.1197682468,17.0482814312
718;51.1228525135,17.05031991
717;51.1414211023,17.0906817913
717;51.1394689913,17.0821416378
717;51.1319424946,17.0643210411
717;51.1284144477,17.0550513268
717;51.1315116025,17.0789551735
717;51.1154580096,17.0738482475
716;51.0997626555,17.0449849963
716;51.0996683325,17.0455053449
716;51.0998906649,17.0456555486
716;51.0999917247,17.0452424884
715;51.1095577206,17.0220065117
714;51.1180711389,17.0519292355
713;51.1516918846,17.1247780323
712;51.1008069325,16.9920006394
712;51.1121240348,16.9926980138
712;51.1014334874,16.9922205806
712;51.1025518331,16.9922527671
712;51.1020095062,16.9920381904
711;51.1228312339,17.0552015305
710;51.1130054848,17.0282138588
606;51.104417928,17.1497386694
594;51.1443191295,16.8783395942
736;51.1040170945,17.0401248336
736;51.1038048871,17.0408275723
619;51.0804763463,17.0280683041
298;51.113898817,17.0543888211
299;51.0788605169,17.0903478563
299;51.0793164517,17.0900601894
299;51.078425035,17.0902626961
299;51.0776874041,17.0897369832
299;51.0777573374,17.0899421722
296;51.0982467275,17.0120662451
296;51.0983814786,17.0110470057
297;51.1104955757,17.0371372551
294;51.1413975428,17.0655950904
294;51.1412662827,17.0658740401
294;51.1413840802,17.0659437776
294;51.1413773489,17.0660349727
294;51.1412696483,17.065949142
294;51.1406167079,17.068041265
295;51.124829905,16.989040017
292;51.1098002131,16.8966829777
293;51.1063917299,17.0275211334
290;51.0841344962,17.0256035977
290;51.0842532459,17.0247491924
290;51.0837679904,17.0242771236
290;51.0836466761,17.0251783458
291;51.1510323618,16.9250392914
291;51.1520552912,16.9257259369
291;51.15022477,16.9285583496
291;51.1495786863,16.9266700745
291;51.1499151893,16.9278931618
591;51.1007829481,17.0335400105
590;51.1276973594,16.9445429742
593;51.1031143642,17.0028582215
592;51.1451555746,17.1157915592
199;51.1036656781,17.0542144775
199;51.1502068408,17.0267486572
199;51.0658524225,17.0576477051
199;51.1124316588,16.9862365723
198;51.1063602945,17.0396232605
198;51.1257570141,16.9651222229
198;51.127803987,17.1160125732
198;51.1562365211,17.0418548584
198;51.067578416,17.054901123
597;51.0761961483,17.0407551527
597;51.0752322066,17.040733695
596;51.0756231784,16.9687914848
195;51.1113590047,17.0420440759
194;51.0753805066,16.9819879532
194;51.0707425351,16.9740056992
194;51.0683694397,16.9708299637
194;51.0747873036,16.9795846939
194;51.0734390867,16.9777393341
197;51.0691211578,16.9802588226
197;51.0731584842,16.97962448
196;51.1584660297,16.9160914421
196;51.1696882845,16.9029164314
196;51.1264258739,16.953599453
196;51.1118366501,16.9729220867
196;51.1073235876,17.0083272457
191;51.0717739847,17.0005005598
191;51.0720773478,16.9990628958
190;51.1490180668,17.0755244494
190;51.1382031042,17.067294091
193;51.0669252974,16.9959616178
192;51.151617857,16.8929117918
270;51.1253574869,17.0531871915
271;51.1646213393,17.0435419679
272;51.101032935,17.0277864285
272;51.1008920663,17.0273943381
273;51.1041417238,17.0314049721
274;51.1271755276,17.0333790779
275;51.0853829207,16.9778037071
275;51.0753265794,17.0108485222
275;51.0969733096,17.1029448509
276;51.0798259165,16.9931325316
276;51.0805707084,16.9914320111
277;51.0814226549,17.000092864
277;51.0816855149,17.0005005598
278;51.1696030737,16.889526844
278;51.1698721595,16.885535717
279;51.1731817864,16.8871235847
279;51.1713251957,16.8859648705
738;51.0651135838,17.0259386301
738;51.0669952805,17.0270383358
738;51.0666986262,17.0268452168
738;51.0661592499,17.0264804363
738;51.0614732891,17.02428174
738;51.0636174898,17.0253760813
524;51.1366281859,16.9502857749
524;51.1356587718,16.9528392379
525;51.0771169297,16.9639420509
525;51.0767664147,16.9805502892
526;51.1088167635,16.9529289007
527;51.1007462977,16.9536584616
527;51.0991933461,16.9545865059
521;51.0821680949,17.0090299845
521;51.083354304,17.0052319765
521;51.0827679431,17.0072329044
522;51.1270408604,17.0489037037
522;51.1268321254,17.0482224226
522;51.1272563277,17.0486864448
523;51.1001156911,17.0401511192
599;51.145716443,16.945288629
599;51.1443837554,16.9486789412
528;51.1439519922,17.1299117804
529;51.0898947575,17.0423296094
529;51.0901070287,17.0422974229
449;51.1453035369,16.8599681882
448;51.0767757844,17.0471227169
448;51.0766409702,17.048163414
443;51.1086955148,16.9709587097
442;51.0746727067,17.0096361637
441;51.0693277263,17.0123451948
441;51.0693395245,17.0124712586
441;51.0694237966,17.0124685764
441;51.0694878434,17.0124149323
440;51.0762702968,17.0833861828
447;51.1573849247,16.8480491638
446;51.0906326486,16.9963485003
445;51.097485376,16.8700218201
444;51.1302458339,16.9850349426
108;51.1213181222,17.0433991402
109;51.0949265597,17.0656514168
102;51.1202531234,16.9960856438
103;51.0750839061,17.0329070091
100;51.1010696824,17.0528626442
101;51.169226351,16.9082996249
106;51.0771331074,17.050845623
107;51.0805841887,17.0447087288
104;51.0875934051,17.0461249352
105;51.078157674,17.0511889458
39;51.1964803507,16.9232234359
38;51.1447327706,16.9864726067
33;51.1103390807,17.0504486561
32;51.1148620878,17.0278000832
32;51.1151314929,17.0263933182
31;51.1273101944,17.0317912102
30;51.0703312972,16.9698750973
37;51.137428476,17.0751142502
36;51.1091104534,17.0280495286
35;51.1168478806,17.0133697987
34;51.1001965388,17.0347630978
641;51.0933179337,16.9767040014
641;51.0940456629,16.9772136211
640;51.1330264396,17.0286691189
643;51.0974255229,17.1074938774
642;51.147869213,16.9866013527
642;51.1472702094,16.9845950603
642;51.1474519304,16.9853138924
642;51.1468259994,16.9865047932
642;51.1476471114,16.9875454903
645;51.0671828464,16.9859790802
645;51.0608178721,16.9897556305
645;51.0713627559,16.985270977
645;51.0755692514,16.9823098183
645;51.0807459518,16.9790482521
645;51.0843854724,16.969306469
645;51.0889142538,16.9675469398
645;51.0943589872,16.9700360298
644;51.1249433676,16.9459699094
438;51.0829296985,17.0536029339
439;51.1033535221,17.0135360956
436;51.0649713867,17.0385235548
436;51.0646275222,17.0403903723
437;51.1318886333,17.1023494005
434;51.098859533,17.0580261408
434;51.0997488729,17.0627468287
434;51.1009076837,17.0549791514
435;51.118838886,16.8748229742
432;51.0800180133,16.9856357574
433;51.1260537375,16.9977432489
433;51.1262153416,16.9962304831
433;51.1263769451,16.9941276312
433;51.126599149,16.9934624434
430;51.064054409,17.0440864563
431;51.0865960045,17.0093250275
339;51.1193507102,16.951829195
338;51.1575567649,17.1348197758
335;51.1588881469,17.1321004629
335;51.1598301591,17.1333128214
334;51.1558372411,17.1271759272
337;51.1577371838,17.1304517982
337;51.158638174,17.1317499874
336;51.108545166,17.0180636644
331;51.1010270751,17.1101409086
331;51.1042764578,17.0848560333
330;51.0899762967,17.0168824195
330;51.0903267116,17.0159811973
333;51.1630584234,17.1222109802
332;51.1698183425,17.0239162445
744;51.0635217445,16.975389719
744;51.0611988512,16.9701138139
745;51.1081162113,17.0494455099
745;51.1071529347,17.050293088
748;51.1586499494,17.1444815397
748;51.1572368877,17.1387308836
748;51.1573647379,17.1396535635
748;51.1575867927,17.1411556005
748;51.1577953887,17.1407908201
748;51.1577886598,17.1398681402
748;51.1574387563,17.1401900053
748;51.1571965139,17.1392029524
748;51.1577079131,17.139160037
748;51.1570081022,17.1388274431
6;51.1752310125,16.9958657026
99;51.0653246881,17.0761549473
98;51.0968806653,17.0211334527
91;51.0865016538,17.0500658506
90;51.0872203259,17.0508387551
93;51.0656697834,17.0374158025
92;51.100951782,17.0092096925
92;51.1008911474,17.0096495748
92;51.1009012531,17.009434998
92;51.1008305127,17.0097407699
92;51.1007867209,17.0099660754
92;51.1007665093,17.0100572705
92;51.1006789256,17.0104756951
92;51.1007227175,17.0102450252
92;51.1007092431,17.010320127
92;51.1007429291,17.0101806521
92;51.1007867209,17.0098856091
92;51.1008136697,17.0098266006
92;51.1008439871,17.0096710324
92;51.1008709358,17.0095959306
92;51.1008911474,17.0095422864
92;51.1008911474,17.0094832778
92;51.1009046217,17.009370625
92;51.1009383076,17.0092901587
92;51.1006789256,17.0103898644
92;51.1006856628,17.0104649663
92;51.1006620826,17.0105132461
92;51.1006452395,17.0105776191
92;51.1006351337,17.0106366277
92;51.1006182907,17.0107117295
92;51.1006048162,17.0108029246
92;51.100598079,17.0108565688
92;51.1005913418,17.0109048486
92;51.1005744987,17.0109477639
92;51.1005509184,17.0110872388
92;51.1005475498,17.01107651
92;51.1005576556,17.0110282302
92;51.1005576556,17.0110121369
92;51.1005239694,17.0111355186
92;51.1005206008,17.0111784339
92;51.1005071264,17.0112320781
92;51.1005071264,17.0112803578
92;51.100456597,17.0114412904
92;51.1004532284,17.0114949346
92;51.1004397539,17.0115271211
92;51.100429648,17.0115754008
92;51.1000759411,17.0130881667
92;51.1000927843,17.0130506158
92;51.1001062589,17.0129808784
92;51.1001062589,17.0129647851
92;51.1001264708,17.0129057765
92;51.1001365767,17.0128467679
92;51.10015342,17.0127823949
92;51.1001702632,17.0127233863
92;51.1001938437,17.01264292
92;51.1002140555,17.0125839114
92;51.1002443733,17.0125088096
92;51.1002578478,17.0124444366
92;51.1002713224,17.0123586059
92;51.1002949028,17.0122620463
92;51.1003151146,17.0121601224
92;51.1003151146,17.0121279359
92;51.1002949028,17.012219131
92;51.1003252205,17.0120689273
92;51.100348801,17.0119723678
92;51.10037575,17.0119187236
95;51.0956190012,17.0230525732
94;51.1050554559,17.0872202788
97;51.0882931732,17.0422431082
97;51.0876297965,17.0404064655
97;51.0938832726,17.0410072803
97;51.0892606336,17.0388615131
97;51.0933981194,17.0365869999
96;51.1010073636,17.008985728
96;51.0999917247,17.0136152208
740;51.1442952671,17.0373648405
741;51.0564144699,17.0896464586
741;51.0675671441,17.0821791887
741;51.0697043208,17.0800763369
741;51.0640746367,17.0830267668
741;51.0641083494,17.083337903
741;51.0609122743,17.0817929506
742;51.0998246391,17.0453710563
742;51.0968816762,17.0563116088
742;51.1007085687,17.0418062224
742;51.1013283878,17.0395746245
743;51.1660240833,16.8752360344
559;51.1415489963,17.0261317492
559;51.1344335104,17.0584845543
558;51.1095577206,17.0320701599
746;51.0641622897,17.0831769705
746;51.0635419724,17.0823508501
746;51.0627261077,17.0812672377
747;51.1183876678,17.0376956462
555;51.0752187247,17.050716877
554;51.1214248873,16.8987858295
554;51.1277411257,16.8973910809
557;51.1074872209,17.0967885107
556;51.1452510387,17.1475231647
551;51.1451971929,17.1475446224
550;51.1451971929,17.1475446224
553;51.1000738915,17.0458057523
552;51.0751782792,17.0419567823
238;51.1219636194,16.9242721796
239;51.1215959354,16.9218152761
239;51.1225454429,16.921761632
234;51.1211420504,16.9284832478
235;51.1149192017,16.9619035721
236;51.1086550985,17.0185082406
236;51.1085767919,17.0180871338
236;51.1084824869,17.0176767558
236;51.1088344456,17.0175708085
236;51.1088394976,17.0179637522
236;51.1087948714,17.0183620602
236;51.1088428656,17.0185323805
236;51.1088900177,17.0181649178
236;51.1089657979,17.0178108662
236;51.1090382099,17.0172583312
237;51.0992438768,16.9409930706
230;51.0878831863,17.038770318
230;51.0885247422,17.0345706938
231;51.094453321,17.0319575071
232;51.117101335,17.0580554008
232;51.1167780625,17.0576409996
232;51.1172057246,17.0575658977
232;51.1167494393,17.0580889285
233;51.0959963249,16.9480741024
1;51.1418788267,17.0544290543
614;51.1178327307,16.9421396259
146;51.1034450586,17.0710902661
147;51.1059387734,16.9616621733
144;51.0516194777,17.0596003532
144;51.0520780919,17.0622611046
145;51.0835686271,17.0304341912
145;51.0899709044,17.0651178353
145;51.0898657803,17.0279080866
145;51.0898657803,17.0279080866
145;51.0835686271,17.0304341912
145;51.0826978489,17.049966216
145;51.0828596046,17.0458034276
145;51.0832693834,17.0537009242
145;51.0978195637,16.9938651336
145;51.0990296264,16.9735128852
145;51.1302404472,16.9816024275
142;51.096531311,17.1146764756
143;51.127491994,17.0334273577
140;51.1467411953,16.8750618689
141;51.1474178298,16.872920036
612;51.0575271608,17.0232081413
613;51.1398256574,16.9579929113
610;51.0752726521,17.0503735542
611;51.0588117798,16.9570105523
616;51.1496325269,17.1123862267
617;51.14036428,16.9658491015
148;51.1271261498,17.0479273796
148;51.1266254095,17.0481582284
149;51.1226100895,17.0469751954
768;51.1165573828,17.0681523979
689;51.1129524995,17.0707529783
689;51.1086584666,17.0693662763
688;51.0854098785,17.0817661285
684;51.0891220817,16.9730186462
684;51.0845024378,16.9775944948
687;51.1363992982,16.9592803717
686;51.1115110961,17.0602762699
681;51.0825015843,16.989197731
680;51.1338679942,17.1036918461
680;51.1337501775,17.1035765111
680;51.1336104801,17.1034558117
680;51.1331358425,17.1032841504
680;51.1326679326,17.1033163369
680;51.1328581268,17.1033968031
680;51.1330483202,17.103638202
683;51.0970048563,17.0560871466
683;51.0992663868,17.0549362354
683;51.1010450314,17.0531337909
683;51.1031739251,17.0505159549
683;51.1046560059,17.0487135104
682;51.0807729122,17.0094752312
623;51.14272022,17.1219456196
623;51.1431846625,17.124863863
623;51.1434942883,17.1275138855
622;51.1471019485,17.1147841215
622;51.1458467032,17.1120804548
622;51.1453435859,17.1167099476
133;51.0866216137,17.0505230429
133;51.0851713018,17.0511446003
132;51.0858789408,17.0498911143
131;51.110009025,16.9557076693
131;51.1098877795,16.9558364153
131;51.1098204207,16.955922246
131;51.1096991747,16.9560831785
131;51.1092411313,16.9565874338
131;51.1091400917,16.9566839933
131;51.1090255799,16.9568556547
131;51.1089245398,16.9569629431
131;51.1087696113,16.9571238756
131;51.1086820427,16.9572204351
131;51.1085271134,16.9573706388
130;51.1189870462,17.042927742
130;51.1189870462,17.042992115
137;51.1086632492,16.9584703445
136;51.1022617395,16.9718277454
136;51.1021539477,16.9714844227
135;51.1045679871,16.9707012177
135;51.1044905156,16.9704008102
134;51.1043842447,16.9507670403
134;51.1024440419,16.9520115852
494;51.1302996971,16.9584488869
495;51.082228754,17.002595365
139;51.1267311242,16.954382658
138;51.1058289692,16.961517334
490;51.0964393395,16.9478273392
490;51.0964612374,16.94765836
490;51.0963365874,16.9478085637
491;51.1417576648,16.9914346933
492;51.0889877305,17.0084233175
493;51.0699976525,17.0798966289
493;51.070995411,17.0818921924
24;51.1143410989,17.0340281725
24;51.1166242829,17.0335882902
25;51.1231703564,17.0550913818
26;51.1097536318,17.0314303378
27;51.1417171243,17.1236834472
20;51.0785555637,17.0101777553
21;51.0671193583,16.9959166646
21;51.0670356439,16.9941812754
22;51.125558092,16.9833384454
23;51.0798702899,17.0080885291
23;51.0799478026,17.0079812407
23;51.0838502336,17.0104327798
23;51.0841029704,17.0104542375
23;51.1105654031,17.0349547866
23;51.1127275356,17.0359311104
23;51.1169518217,17.0341132879
23;51.1169888633,17.033356905
28;51.1083356465,17.0391096175
28;51.1088693044,17.0389090778
29;51.0979671176,16.9932505488
407;51.1138887141,17.0337063074
406;51.1075234281,17.040669322
405;51.1104131745,17.1177130938
404;51.0952484124,17.0376223326
403;51.0764525672,17.008362007
403;51.075553882,17.0085525513
402;51.093146107,16.9962573051
401;51.101529491,17.0097984374
400;51.0834739342,16.9948518276
629;51.1275660603,17.0352244377
409;51.1119084968,17.1169728041
408;51.103750993,17.0403635502
628;51.1251958798,16.9442868233
758;51.0821860681,17.0028147699
379;51.106961624,17.0467243198
378;51.1115717167,17.0390117168
371;51.0896285747,17.0442527533
371;51.0894061929,17.0428794622
370;51.0900093167,17.0424985886
373;51.109288283,17.049279213
372;51.1100427043,17.0319414139
375;51.1145150917,17.1148109436
374;51.141017224,17.0447731018
377;51.1150606394,17.0628243685
376;51.1675041506,17.0224571228
708;51.0901182556,17.0162086445
709;51.1451635393,17.1475338936
709;51.144709886,17.1455708741
704;51.0917411477,17.0065489411
704;51.0916299621,17.0059803128
704;51.0917984251,17.0066025853
705;51.1100696477,17.0315001905
706;51.0903159296,17.0165777206
707;51.0954707661,16.9868883491
700;51.1721620161,16.8305849434
618;51.1400848723,16.9586017728
618;51.1401723813,16.9584086537
618;51.1402598902,16.9582530856
618;51.1403002788,16.9579795003
702;51.1118276698,17.1274039149
703;51.1135452131,17.0208477974
393;51.1117535783,17.0130479336
392;51.1341332491,16.8971523643
88;51.089830739,16.9955921173
88;51.0864342618,17.0118141174
89;51.067317688,16.9986176491
89;51.0653489605,16.9980597496
397;51.09136042,16.9845575094
396;51.0982774676,17.0517300814
395;51.1670063151,17.0093142986
394;51.1074931151,17.1017673612
394;51.1075638453,17.1020784974
394;51.1088807557,17.1013328433
394;51.1089649559,17.1015956998
82;51.1115030132,17.0602869987
83;51.0503110532,17.0307075977
83;51.0479099307,17.0301926136
80;51.0944950974,17.0583933592
81;51.1161907783,17.0741486549
86;51.0845526142,17.0645356178
86;51.0810600402,17.0661905408
87;51.0923644563,17.029838562
87;51.0731155088,17.0149040222
84;51.1111498571,17.0227166265
85;51.1170743957,17.0083165169
791;51.1193906999,17.0273594858
790;51.1660213921,16.9691333774
7;51.0979556635,17.0922803879
601;51.0582192636,17.0797652006
607;51.0806920308,17.028003931
586;51.1608535664,17.1272791922
587;51.1441047834,17.1165248752
584;51.098822786,17.0517683029
585;51.1251285433,17.053334713
582;51.1161247757,17.0698946714
583;51.0585838552,17.0567169785
583;51.0578825419,17.0569744706
580;51.0576418002,17.0803982019
581;51.1550431919,16.9387292862
588;51.1444500765,17.1167770028
589;51.1195796824,17.0535492897
589;51.1223508291,17.0502609015
589;51.1224350047,17.0506203175
589;51.122333994,17.0500731468
589;51.1224148026,17.0504057407
589;51.1221050355,17.0500516891
589;51.1222363501,17.0501536131
589;51.1221353389,17.0499283075
589;51.1220006569,17.049831748
589;51.1222801215,17.0498907566
589;51.1220814662,17.0495983958
589;51.1222666534,17.0496949553
245;51.1357627615,17.0173812501
244;51.1248591965,17.0890402794
247;51.1446923858,17.0441347361
246;51.1317876432,16.9605624676
246;51.1302458339,16.96007967
246;51.1311413015,16.9608736038
241;51.116016107,17.0319736004
241;51.1161575413,17.0316356421
241;51.1159857996,17.0324993134
241;51.1158578347,17.0327675343
240;51.1159968113,16.9333219528
243;51.1069373735,16.9497290254
242;51.1041754073,16.9506329298
242;51.1048894925,16.9491630793
615;51.1545923274,16.8994697928
615;51.1543736228,16.9003549218
615;51.1542121173,16.9003388286
249;51.1361122446,17.0281863213
249;51.1358294975,17.0278429985
249;51.1360045315,17.0284330845
249;51.1354524991,17.028336525
249;51.1352639986,17.0283150673
249;51.1352841951,17.0278322697
249;51.1350553008,17.0282506943
249;51.1350822296,17.0278000832
248;51.1096924388,17.0801568031
519;51.1178006734,17.0417261124
518;51.1342580217,17.0768823622
518;51.1371770628,17.0752515792
511;51.0622945701,17.0708870888
510;51.130622875,17.1035563946
513;51.1624448152,16.9863252633
512;51.0819052376,17.034881115
512;51.0782385599,17.0339798927
515;51.1355712539,17.0444566011
514;51.062152971,17.0211696625
514;51.0708180404,17.0248789794
517;51.1198860992,17.053155005
516;51.1624458946,17.1215836163
458;51.0804089446,17.062497139
458;51.0790339301,17.0630550385
458;51.07838348,17.0638167858
459;51.0768904435,17.0421123505
621;51.1535355964,16.8919622898
621;51.1535086784,16.8921124935
620;51.1391458753,17.0825815201
620;51.1410979999,17.0876562595
620;51.1418922891,17.0818305016
627;51.1344469749,17.0282292366
627;51.1360626966,17.039000988
627;51.1384592464,17.0200753212
627;51.14167689,17.0262819529
